timestamps,CAN_DataFrame.CAN_DataFrame.BusChannel,CAN_DataFrame.CAN_DataFrame.ID,CAN_DataFrame.CAN_DataFrame.IDE,CAN_DataFrame.CAN_DataFrame.DLC,CAN_DataFrame.CAN_DataFrame.DataLength,CAN_DataFrame.CAN_DataFrame.DataBytes,CAN_DataFrame.CAN_DataFrame.Dir,CAN_DataFrame.CAN_DataFrame.EDL,CAN_DataFrame.CAN_DataFrame.BRS
0.6801499999999976,1,2024,0,8,8,[  3  65  17  43 255 255 255 255],0,0,0
0.6949000000000183,1,2015,0,8,8,[ 2  1 94 85 85 85 85 85],1,0,0
0.7149000000000001,1,2015,0,8,8,[ 2  1 31 85 85 85 85 85],1,0,0
0.720799999999997,1,2024,0,8,8,[  4  65  31   0 168 255 255 255],0,0,0
0.7749000000000024,1,2015,0,8,8,[ 2  1 10 85 85 85 85 85],1,0,0
0.7949000000000126,1,2015,0,8,8,[ 2  1 11 85 85 85 85 85],1,0,0
0.8008000000000095,1,2024,0,8,8,[  3  65  11  28 255 255 255 255],0,0,0
0.8149000000000228,1,2015,0,8,8,[ 2  1 12 85 85 85 85 85],1,0,0
0.820350000000019,1,2024,0,8,8,[  4  65  12  36 108 255 255 255],0,0,0
0.8349000000000046,1,2015,0,8,8,[ 2  1 13 85 85 85 85 85],1,0,0
0.8409500000000207,1,2024,0,8,8,[  3  65  13  45 255 255 255 255],0,0,0
0.8549000000000149,1,2015,0,8,8,[ 2  1 16 85 85 85 85 85],1,0,0
0.8748999999999967,1,2015,0,8,8,[ 2  1 17 85 85 85 85 85],1,0,0
0.880800000000022,1,2024,0,8,8,[  3  65  17  43 255 255 255 255],0,0,0
0.8949000000000069,1,2015,0,8,8,[ 2  1 94 85 85 85 85 85],1,0,0
0.9149000000000171,1,2015,0,8,8,[ 2  1 31 85 85 85 85 85],1,0,0
0.92055000000002,1,2024,0,8,8,[  4  65  31   0 168 255 255 255],0,0,0
0.9749000000000194,1,2015,0,8,8,[ 2  1 10 85 85 85 85 85],1,0,0
0.9949000000000012,1,2015,0,8,8,[ 2  1 11 85 85 85 85 85],1,0,0
1.0007500000000107,1,2024,0,8,8,[  3  65  11  28 255 255 255 255],0,0,0
1.0149000000000115,1,2015,0,8,8,[ 2  1 12 85 85 85 85 85],1,0,0
1.0203000000000202,1,2024,0,8,8,[  4  65  12  36 124 255 255 255],0,0,0
1.0349000000000217,1,2015,0,8,8,[ 2  1 13 85 85 85 85 85],1,0,0
1.0407000000000153,1,2024,0,8,8,[  3  65  13  45 255 255 255 255],0,0,0
1.0549500000000194,1,2015,0,8,8,[ 2  1 16 85 85 85 85 85],1,0,0
1.0749000000000137,1,2015,0,8,8,[ 2  1 17 85 85 85 85 85],1,0,0
1.0805500000000166,1,2024,0,8,8,[  3  65  17  43 255 255 255 255],0,0,0
1.0949500000000114,1,2015,0,8,8,[ 2  1 94 85 85 85 85 85],1,0,0
1.1149500000000216,1,2015,0,8,8,[ 2  1 31 85 85 85 85 85],1,0,0
1.1213000000000193,1,2024,0,8,8,[  4  65  31   0 168 255 255 255],0,0,0
1.1549500000000137,1,2015,0,8,8,[ 2  1  5 85 85 85 85 85],1,0,0
1.1605500000000006,1,2024,0,8,8,[  3  65   5  89 255 255 255 255],0,0,0
1.174950000000024,1,2015,0,8,8,[ 2  1 10 85 85 85 85 85],1,0,0
1.1949500000000057,1,2015,0,8,8,[ 2  1 11 85 85 85 85 85],1,0,0
1.2007499999999993,1,2024,0,8,8,[  3  65  11  28 255 255 255 255],0,0,0
1.214950000000016,1,2015,0,8,8,[ 2  1 12 85 85 85 85 85],1,0,0
1.2207500000000095,1,2024,0,8,8,[  4  65  12  36 160 255 255 255],0,0,0
1.2349499999999978,1,2015,0,8,8,[ 2  1 13 85 85 85 85 85],1,0,0
1.240700000000004,1,2024,0,8,8,[  3  65  13  45 255 255 255 255],0,0,0
1.254950000000008,1,2015,0,8,8,[ 2  1 16 85 85 85 85 85],1,0,0
1.2749500000000182,1,2015,0,8,8,[ 2  1 17 85 85 85 85 85],1,0,0
1.2805500000000052,1,2024,0,8,8,[  3  65  17  43 255 255 255 255],0,0,0
1.29495,1,2015,0,8,8,[ 2  1 94 85 85 85 85 85],1,0,0
1.3149500000000103,1,2015,0,8,8,[ 2  1 31 85 85 85 85 85],1,0,0
1.3205000000000098,1,2024,0,8,8,[  4  65  31   0 168 255 255 255],0,0,0
1.3749500000000126,1,2015,0,8,8,[ 2  1 10 85 85 85 85 85],1,0,0
1.3949500000000228,1,2015,0,8,8,[ 2  1 11 85 85 85 85 85],1,0,0
1.4005500000000097,1,2024,0,8,8,[  3  65  11  28 255 255 255 255],0,0,0
1.4149500000000046,1,2015,0,8,8,[ 2  1 12 85 85 85 85 85],1,0,0
1.42055000000002,1,2024,0,8,8,[  4  65  12  36 180 255 255 255],0,0,0
1.4349500000000148,1,2015,0,8,8,[ 2  1 13 85 85 85 85 85],1,0,0
1.440650000000005,1,2024,0,8,8,[  3  65  13  45 255 255 255 255],0,0,0
1.4549499999999966,1,2015,0,8,8,[ 2  1 16 85 85 85 85 85],1,0,0
1.4749500000000069,1,2015,0,8,8,[ 2  1 17 85 85 85 85 85],1,0,0
1.4805000000000064,1,2024,0,8,8,[  3  65  17  43 255 255 255 255],0,0,0
1.494950000000017,1,2015,0,8,8,[ 2  1 94 85 85 85 85 85],1,0,0
1.5150000000000148,1,2015,0,8,8,[ 2  1 31 85 85 85 85 85],1,0,0
1.5205500000000143,1,2024,0,8,8,[  4  65  31   0 168 255 255 255],0,0,0
1.575000000000017,1,2015,0,8,8,[ 2  1 10 85 85 85 85 85],1,0,0
1.5949500000000114,1,2015,0,8,8,[ 2  1 11 85 85 85 85 85],1,0,0
1.6004500000000235,1,2024,0,8,8,[  3  65  11  28 255 255 255 255],0,0,0
1.6149500000000216,1,2015,0,8,8,[ 2  1 12 85 85 85 85 85],1,0,0
1.6203000000000145,1,2024,0,8,8,[  4  65  12  36 212 255 255 255],0,0,0
1.6349500000000035,1,2015,0,8,8,[ 2  1 13 85 85 85 85 85],1,0,0
1.6410000000000196,1,2024,0,8,8,[  3  65  13  46 255 255 255 255],0,0,0
1.6549500000000137,1,2015,0,8,8,[ 2  1 16 85 85 85 85 85],1,0,0
1.6750000000000114,1,2015,0,8,8,[ 2  1 17 85 85 85 85 85],1,0,0
1.6805500000000109,1,2024,0,8,8,[  3  65  17  43 255 255 255 255],0,0,0
1.6949500000000057,1,2015,0,8,8,[ 2  1 94 85 85 85 85 85],1,0,0
1.7150000000000034,1,2015,0,8,8,[ 2  1 31 85 85 85 85 85],1,0,0
1.7207500000000095,1,2024,0,8,8,[  4  65  31   0 169 255 255 255],0,0,0
1.7750000000000057,1,2015,0,8,8,[ 2  1 10 85 85 85 85 85],1,0,0
1.795000000000016,1,2015,0,8,8,[ 2  1 11 85 85 85 85 85],1,0,0
1.8010000000000161,1,2024,0,8,8,[  3  65  11  28 255 255 255 255],0,0,0
1.8149500000000103,1,2015,0,8,8,[ 2  1 12 85 85 85 85 85],1,0,0
1.820350000000019,1,2024,0,8,8,[  4  65  12  36 236 255 255 255],0,0,0
1.835000000000008,1,2015,0,8,8,[ 2  1 13 85 85 85 85 85],1,0,0
1.8404000000000167,1,2024,0,8,8,[  3  65  13  46 255 255 255 255],0,0,0
1.8549500000000023,1,2015,0,8,8,[ 2  1 16 85 85 85 85 85],1,0,0
1.875,1,2015,0,8,8,[ 2  1 17 85 85 85 85 85],1,0,0
1.880250000000018,1,2024,0,8,8,[  3  65  17  43 255 255 255 255],0,0,0
1.8950000000000102,1,2015,0,8,8,[ 2  1 94 85 85 85 85 85],1,0,0
1.9150000000000205,1,2015,0,8,8,[ 2  1 31 85 85 85 85 85],1,0,0
1.9204500000000166,1,2024,0,8,8,[  4  65  31   0 169 255 255 255],0,0,0
1.9749500000000069,1,2015,0,8,8,[ 2  1 10 85 85 85 85 85],1,0,0
1.9950000000000045,1,2015,0,8,8,[ 2  1 11 85 85 85 85 85],1,0,0
1.9961000000000126,1,2024,0,8,8,[  3  65  11  28 255 255 255 255],0,0,0
2.015000000000015,1,2015,0,8,8,[ 2  1 12 85 85 85 85 85],1,0,0
2.0206000000000017,1,2024,0,8,8,[  4  65  12  36 252 255 255 255],0,0,0
2.0349999999999966,1,2015,0,8,8,[ 2  1 13 85 85 85 85 85],1,0,0
2.0406499999999994,1,2024,0,8,8,[  3  65  13  46 255 255 255 255],0,0,0
2.055000000000007,1,2015,0,8,8,[ 2  1 16 85 85 85 85 85],1,0,0
2.075000000000017,1,2015,0,8,8,[ 2  1 17 85 85 85 85 85],1,0,0
2.0805500000000166,1,2024,0,8,8,[  3  65  17  43 255 255 255 255],0,0,0
2.0950500000000147,1,2015,0,8,8,[ 2  1 94 85 85 85 85 85],1,0,0
2.115000000000009,1,2015,0,8,8,[ 2  1 31 85 85 85 85 85],1,0,0
2.120500000000021,1,2024,0,8,8,[  4  65  31   0 169 255 255 255],0,0,0
2.155000000000001,1,2015,0,8,8,[ 2  1  5 85 85 85 85 85],1,0,0
2.160500000000013,1,2024,0,8,8,[  3  65   5  89 255 255 255 255],0,0,0
2.1750000000000114,1,2015,0,8,8,[ 2  1 10 85 85 85 85 85],1,0,0
2.195050000000009,1,2015,0,8,8,[ 2  1 11 85 85 85 85 85],1,0,0
2.200550000000021,1,2024,0,8,8,[  3  65  11  28 255 255 255 255],0,0,0
2.2150000000000034,1,2015,0,8,8,[ 2  1 12 85 85 85 85 85],1,0,0
2.220850000000013,1,2024,0,8,8,[  4  65  12  37  16 255 255 255],0,0,0
2.2350000000000136,1,2015,0,8,8,[ 2  1 13 85 85 85 85 85],1,0,0
2.240700000000004,1,2024,0,8,8,[  3  65  13  46 255 255 255 255],0,0,0
2.2550500000000113,1,2015,0,8,8,[ 2  1 16 85 85 85 85 85],1,0,0
2.2750000000000057,1,2015,0,8,8,[ 2  1 17 85 85 85 85 85],1,0,0
2.2805000000000177,1,2024,0,8,8,[  3  65  17  43 255 255 255 255],0,0,0
2.2950500000000034,1,2015,0,8,8,[ 2  1 94 85 85 85 85 85],1,0,0
2.3150500000000136,1,2015,0,8,8,[ 2  1 31 85 85 85 85 85],1,0,0
2.320850000000007,1,2024,0,8,8,[  4  65  31   0 169 255 255 255],0,0,0
2.375,1,2015,0,8,8,[ 2  1 10 85 85 85 85 85],1,0,0
2.3950499999999977,1,2015,0,8,8,[ 2  1 11 85 85 85 85 85],1,0,0
2.400650000000013,1,2024,0,8,8,[  3  65  11  28 255 255 255 255],0,0,0
2.415050000000008,1,2015,0,8,8,[ 2  1 12 85 85 85 85 85],1,0,0
2.42055000000002,1,2024,0,8,8,[  4  65  12  37  44 255 255 255],0,0,0
2.4350000000000023,1,2015,0,8,8,[ 2  1 13 85 85 85 85 85],1,0,0
2.440700000000021,1,2024,0,8,8,[  3  65  13  46 255 255 255 255],0,0,0
2.45505,1,2015,0,8,8,[ 2  1 16 85 85 85 85 85],1,0,0
2.47505000000001,1,2015,0,8,8,[ 2  1 17 85 85 85 85 85],1,0,0
2.4805000000000064,1,2024,0,8,8,[  3  65  17  43 255 255 255 255],0,0,0
2.4950500000000204,1,2015,0,8,8,[ 2  1 94 85 85 85 85 85],1,0,0
2.5150500000000022,1,2015,0,8,8,[ 2  1 31 85 85 85 85 85],1,0,0
2.5206000000000017,1,2024,0,8,8,[  4  65  31   0 169 255 255 255],0,0,0
2.5750500000000045,1,2015,0,8,8,[ 2  1 10 85 85 85 85 85],1,0,0
2.5950500000000147,1,2015,0,8,8,[ 2  1 11 85 85 85 85 85],1,0,0
2.600500000000011,1,2024,0,8,8,[  3  65  11  28 255 255 255 255],0,0,0
2.615050000000025,1,2015,0,8,8,[ 2  1 12 85 85 85 85 85],1,0,0
2.6208500000000186,1,2024,0,8,8,[  4  65  12  37  72 255 255 255],0,0,0
2.6350500000000068,1,2015,0,8,8,[ 2  1 13 85 85 85 85 85],1,0,0
2.6407000000000096,1,2024,0,8,8,[  3  65  13  46 255 255 255 255],0,0,0
2.655050000000017,1,2015,0,8,8,[ 2  1 16 85 85 85 85 85],1,0,0
2.675049999999999,1,2015,0,8,8,[ 2  1 17 85 85 85 85 85],1,0,0
2.6804500000000075,1,2024,0,8,8,[  3  65  17  43 255 255 255 255],0,0,0
2.695050000000009,1,2015,0,8,8,[ 2  1 94 85 85 85 85 85],1,0,0
2.7150500000000193,1,2015,0,8,8,[ 2  1 31 85 85 85 85 85],1,0,0
2.7209000000000003,1,2024,0,8,8,[  4  65  31   0 169 255 255 255],0,0,0
2.7750500000000216,1,2015,0,8,8,[ 2  1 10 85 85 85 85 85],1,0,0
2.7950500000000034,1,2015,0,8,8,[ 2  1 11 85 85 85 85 85],1,0,0
2.8005500000000154,1,2024,0,8,8,[  3  65  11  28 255 255 255 255],0,0,0
2.8150500000000136,1,2015,0,8,8,[ 2  1 12 85 85 85 85 85],1,0,0
2.820900000000023,1,2024,0,8,8,[  4  65  12  37  80 255 255 255],0,0,0
2.835050000000024,1,2015,0,8,8,[ 2  1 13 85 85 85 85 85],1,0,0
2.8406500000000108,1,2024,0,8,8,[  3  65  13  46 255 255 255 255],0,0,0
2.8550500000000056,1,2015,0,8,8,[ 2  1 16 85 85 85 85 85],1,0,0
2.875050000000016,1,2015,0,8,8,[ 2  1 17 85 85 85 85 85],1,0,0
2.880500000000012,1,2024,0,8,8,[  3  65  17  43 255 255 255 255],0,0,0
2.8950499999999977,1,2015,0,8,8,[ 2  1 94 85 85 85 85 85],1,0,0
2.915050000000008,1,2015,0,8,8,[ 2  1 31 85 85 85 85 85],1,0,0
2.92055000000002,1,2024,0,8,8,[  4  65  31   0 170 255 255 255],0,0,0
2.97505000000001,1,2015,0,8,8,[ 2  1 10 85 85 85 85 85],1,0,0
2.9950500000000204,1,2015,0,8,8,[ 2  1 11 85 85 85 85 85],1,0,0
3.0002500000000225,1,2024,0,8,8,[  3  65  11  28 255 255 255 255],0,0,0
3.0150500000000022,1,2015,0,8,8,[ 2  1 12 85 85 85 85 85],1,0,0
3.0206000000000017,1,2024,0,8,8,[  4  65  12  37  92 255 255 255],0,0,0
3.0350500000000125,1,2015,0,8,8,[ 2  1 13 85 85 85 85 85],1,0,0
3.0405500000000245,1,2024,0,8,8,[  3  65  13  46 255 255 255 255],0,0,0
3.0550500000000227,1,2015,0,8,8,[ 2  1 16 85 85 85 85 85],1,0,0
3.0750500000000045,1,2015,0,8,8,[ 2  1 17 85 85 85 85 85],1,0,0
3.080200000000019,1,2024,0,8,8,[  3  65  17  43 255 255 255 255],0,0,0
3.095100000000002,1,2015,0,8,8,[ 2  1 94 85 85 85 85 85],1,0,0
3.1151000000000124,1,2015,0,8,8,[ 2  1 31 85 85 85 85 85],1,0,0
3.1206000000000245,1,2024,0,8,8,[  4  65  31   0 170 255 255 255],0,0,0
3.1551000000000045,1,2015,0,8,8,[ 2  1  5 85 85 85 85 85],1,0,0
3.1606000000000165,1,2024,0,8,8,[  3  65   5  89 255 255 255 255],0,0,0
3.1751000000000147,1,2015,0,8,8,[ 2  1 10 85 85 85 85 85],1,0,0
3.195100000000025,1,2015,0,8,8,[ 2  1 11 85 85 85 85 85],1,0,0
3.2002999999999986,1,2024,0,8,8,[  3  65  11  28 255 255 255 255],0,0,0
3.2151000000000067,1,2015,0,8,8,[ 2  1 12 85 85 85 85 85],1,0,0
3.2210500000000195,1,2024,0,8,8,[  4  65  12  37 112 255 255 255],0,0,0
3.235100000000017,1,2015,0,8,8,[ 2  1 13 85 85 85 85 85],1,0,0
3.240700000000004,1,2024,0,8,8,[  3  65  13  46 255 255 255 255],0,0,0
3.2550999999999988,1,2015,0,8,8,[ 2  1 16 85 85 85 85 85],1,0,0
3.275100000000009,1,2015,0,8,8,[ 2  1 17 85 85 85 85 85],1,0,0
3.2802500000000236,1,2024,0,8,8,[  3  65  17  43 255 255 255 255],0,0,0
3.2951000000000192,1,2015,0,8,8,[ 2  1 94 85 85 85 85 85],1,0,0
3.315100000000001,1,2015,0,8,8,[ 2  1 31 85 85 85 85 85],1,0,0
3.3212000000000046,1,2024,0,8,8,[  4  65  31   0 170 255 255 255],0,0,0
3.3751000000000033,1,2015,0,8,8,[ 2  1 10 85 85 85 85 85],1,0,0
3.3951000000000136,1,2015,0,8,8,[ 2  1 11 85 85 85 85 85],1,0,0
3.4003000000000156,1,2024,0,8,8,[  3  65  11  28 255 255 255 255],0,0,0
3.415100000000024,1,2015,0,8,8,[ 2  1 12 85 85 85 85 85],1,0,0
3.4206500000000233,1,2024,0,8,8,[  4  65  12  37 128 255 255 255],0,0,0
3.4351000000000056,1,2015,0,8,8,[ 2  1 13 85 85 85 85 85],1,0,0
3.4404499999999985,1,2024,0,8,8,[  3  65  13  47 255 255 255 255],0,0,0
3.455100000000016,1,2015,0,8,8,[ 2  1 16 85 85 85 85 85],1,0,0
3.4750999999999976,1,2015,0,8,8,[ 2  1 17 85 85 85 85 85],1,0,0
3.4802999999999997,1,2024,0,8,8,[  3  65  17  43 255 255 255 255],0,0,0
3.495100000000008,1,2015,0,8,8,[ 2  1 94 85 85 85 85 85],1,0,0
3.5151500000000055,1,2015,0,8,8,[ 2  1 31 85 85 85 85 85],1,0,0
3.520700000000005,1,2024,0,8,8,[  4  65  31   0 170 255 255 255],0,0,0
3.5751000000000204,1,2015,0,8,8,[ 2  1 10 85 85 85 85 85],1,0,0
3.595100000000002,1,2015,0,8,8,[ 2  1 11 85 85 85 85 85],1,0,0
3.6003000000000043,1,2024,0,8,8,[  3  65  11  28 255 255 255 255],0,0,0
3.6151000000000124,1,2015,0,8,8,[ 2  1 12 85 85 85 85 85],1,0,0
3.6208000000000027,1,2024,0,8,8,[  4  65  12  37 124 255 255 255],0,0,0
3.63515000000001,1,2015,0,8,8,[ 2  1 13 85 85 85 85 85],1,0,0
3.6403999999999996,1,2024,0,8,8,[  3  65  13  47 255 255 255 255],0,0,0
3.6551000000000045,1,2015,0,8,8,[ 2  1 16 85 85 85 85 85],1,0,0
3.6751000000000147,1,2015,0,8,8,[ 2  1 17 85 85 85 85 85],1,0,0
3.680300000000017,1,2024,0,8,8,[  3  65  17  43 255 255 255 255],0,0,0
3.695100000000025,1,2015,0,8,8,[ 2  1 94 85 85 85 85 85],1,0,0
3.7151000000000067,1,2015,0,8,8,[ 2  1 31 85 85 85 85 85],1,0,0
3.7207500000000095,1,2024,0,8,8,[  4  65  31   0 170 255 255 255],0,0,0
3.775100000000009,1,2015,0,8,8,[ 2  1 10 85 85 85 85 85],1,0,0
3.7951500000000067,1,2015,0,8,8,[ 2  1 11 85 85 85 85 85],1,0,0
3.8003000000000213,1,2024,0,8,8,[  3  65  11  28 255 255 255 255],0,0,0
3.815100000000001,1,2015,0,8,8,[ 2  1 12 85 85 85 85 85],1,0,0
3.820900000000023,1,2024,0,8,8,[  4  65  12  37  72 255 255 255],0,0,0
3.8351000000000113,1,2015,0,8,8,[ 2  1 13 85 85 85 85 85],1,0,0
3.8403000000000134,1,2024,0,8,8,[  3  65  13  46 255 255 255 255],0,0,0
3.855150000000009,1,2015,0,8,8,[ 2  1 16 85 85 85 85 85],1,0,0
3.8751000000000033,1,2015,0,8,8,[ 2  1 17 85 85 85 85 85],1,0,0
3.8803000000000054,1,2024,0,8,8,[  3  65  17  43 255 255 255 255],0,0,0
3.895150000000001,1,2015,0,8,8,[ 2  1 94 85 85 85 85 85],1,0,0
3.915100000000024,1,2015,0,8,8,[ 2  1 31 85 85 85 85 85],1,0,0
3.921600000000012,1,2024,0,8,8,[  4  65  31   0 171 255 255 255],0,0,0
3.9750999999999976,1,2015,0,8,8,[ 2  1 10 85 85 85 85 85],1,0,0
3.9951500000000237,1,2015,0,8,8,[ 2  1 11 85 85 85 85 85],1,0,0
4.000799999999998,1,2024,0,8,8,[  3  65  11  28 255 255 255 255],0,0,0
4.0151500000000055,1,2015,0,8,8,[ 2  1 12 85 85 85 85 85],1,0,0
4.020800000000008,1,2024,0,8,8,[  4  65  12  37  44 255 255 255],0,0,0
4.0351,1,2015,0,8,8,[ 2  1 13 85 85 85 85 85],1,0,0
4.040350000000018,1,2024,0,8,8,[  3  65  13  46 255 255 255 255],0,0,0
4.055149999999998,1,2015,0,8,8,[ 2  1 16 85 85 85 85 85],1,0,0
4.075150000000008,1,2015,0,8,8,[ 2  1 17 85 85 85 85 85],1,0,0
4.0803000000000225,1,2024,0,8,8,[  3  65  17  43 255 255 255 255],0,0,0
4.0952000000000055,1,2015,0,8,8,[ 2  1 94 85 85 85 85 85],1,0,0
4.11515,1,2015,0,8,8,[ 2  1 31 85 85 85 85 85],1,0,0
4.1206000000000245,1,2024,0,8,8,[  4  65  31   0 171 255 255 255],0,0,0
4.13515000000001,1,2015,0,8,8,[ 2  1 47 85 85 85 85 85],1,0,0
4.155200000000008,1,2015,0,8,8,[ 2  1  5 85 85 85 85 85],1,0,0
4.160350000000022,1,2024,0,8,8,[  3  65   5  89 255 255 255 255],0,0,0
4.175150000000002,1,2015,0,8,8,[ 2  1 10 85 85 85 85 85],1,0,0
4.195150000000012,1,2015,0,8,8,[ 2  1 11 85 85 85 85 85],1,0,0
4.2003500000000145,1,2024,0,8,8,[  3  65  11  28 255 255 255 255],0,0,0
4.215150000000023,1,2015,0,8,8,[ 2  1 12 85 85 85 85 85],1,0,0
4.220400000000012,1,2024,0,8,8,[  4  65  12  36 252 255 255 255],0,0,0
4.235150000000004,1,2015,0,8,8,[ 2  1 13 85 85 85 85 85],1,0,0
4.241250000000008,1,2024,0,8,8,[  3  65  13  46 255 255 255 255],0,0,0
4.255200000000002,1,2015,0,8,8,[ 2  1 16 85 85 85 85 85],1,0,0
4.275150000000025,1,2015,0,8,8,[ 2  1 17 85 85 85 85 85],1,0,0
4.2803499999999985,1,2024,0,8,8,[  3  65  17  43 255 255 255 255],0,0,0
4.295150000000007,1,2015,0,8,8,[ 2  1 94 85 85 85 85 85],1,0,0
4.315200000000004,1,2015,0,8,8,[ 2  1 31 85 85 85 85 85],1,0,0
4.3206500000000005,1,2024,0,8,8,[  4  65  31   0 171 255 255 255],0,0,0
4.375200000000007,1,2015,0,8,8,[ 2  1 10 85 85 85 85 85],1,0,0
4.395150000000001,1,2015,0,8,8,[ 2  1 11 85 85 85 85 85],1,0,0
4.400500000000022,1,2024,0,8,8,[  3  65  11  28 255 255 255 255],0,0,0
4.415199999999999,1,2015,0,8,8,[ 2  1 12 85 85 85 85 85],1,0,0
4.420650000000023,1,2024,0,8,8,[  4  65  12  36 228 255 255 255],0,0,0
4.4351500000000215,1,2015,0,8,8,[ 2  1 13 85 85 85 85 85],1,0,0
4.440350000000024,1,2024,0,8,8,[  3  65  13  46 255 255 255 255],0,0,0
4.455200000000019,1,2015,0,8,8,[ 2  1 16 85 85 85 85 85],1,0,0
4.475200000000001,1,2015,0,8,8,[ 2  1 17 85 85 85 85 85],1,0,0
4.480450000000019,1,2024,0,8,8,[  3  65  17  43 255 255 255 255],0,0,0
4.495150000000024,1,2015,0,8,8,[ 2  1 94 85 85 85 85 85],1,0,0
